,d_hand,d_final_hand,p_hand,p_final_hand,strategy,split,num_decks,soft_17,d_open,d_initial,d_final,d_hit,d_bust,p_initial,p_final,p_hit,p_bust,p_win
8911,"8,5","8,5,K","2,J","2,J",1,0,4,1,8,13,23,1,1,12,12,0,0,1
8912,"3,10","3,10","3,10","3,10,2,2,K",1,0,4,0,3,13,13,0,0,13,27,1,1,0
8913,"A,5","A,5","5,K","5,K,9",1,0,4,1,1,16,16,0,0,15,24,1,1,0
8914,"Q,8","Q,8","5,4","5,4,9",1,0,4,1,10,18,18,0,0,9,18,1,0,0
8915,"2,J","2,J,6","9,7","9,7,3",1,0,4,0,2,12,18,1,0,16,19,1,0,1
8916,"10,8","10,8","8,K","8,K,9",0,0,4,0,10,18,18,0,0,18,27,1,1,0
8917,"5,2","5,2,A","J,J","J,J",0,0,4,0,5,7,18,1,0,20,20,0,0,1
8918,"3,A","3,A","J,7","J,7,5",1,0,4,1,3,14,14,0,0,17,22,1,1,0
8919,"3,9","3,9,2,10","5,5","5,5,A",1,0,4,1,3,12,24,1,1,10,21,1,0,1
8920,"J,5","J,5","10,A","10,A",1,0,4,1,10,15,15,0,0,21,21,0,0,1
8921,"J,A","J,A","5,A","5,A",1,0,4,0,10,21,21,0,0,16,16,0,0,0
8922,"5,K","5,K,3","2,10","2,10,5,4",1,0,4,0,5,15,18,1,0,12,21,1,0,1
8923,"A,A","A,A","9,7","9,7,8",0,0,4,0,1,12,12,0,0,16,24,1,1,0
8924,"A,K","A,K","3,K","3,K",0,0,4,0,1,21,21,0,0,13,13,0,0,0
8925,"7,9","7,9,9","K,8","K,8",0,0,4,1,7,16,25,1,1,18,18,0,0,1
8926,"5,6","5,6","5,7","5,7,Q",0,0,4,0,5,11,11,0,0,12,22,1,1,0
8927,"5,Q","5,Q","K,4","K,4,J",0,0,4,0,5,15,15,0,0,14,24,1,1,0
8928,"K,5","K,5,7","10,2","10,2",1,0,4,0,10,15,22,1,1,12,12,0,0,1
8929,"J,K","J,K","J,8","J,8,8",0,0,4,0,10,20,20,0,0,18,26,1,1,0
8930,"5,5","5,5,8","10,10","10,10",1,0,4,0,5,10,18,1,0,20,20,0,0,1
8931,"Q,9","Q,9","10,3","10,3",0,0,4,0,10,19,19,0,0,13,13,0,0,0
8932,"4,2","4,2","8,K","8,K,5",1,0,4,0,4,6,6,0,0,18,23,1,1,0
8933,"7,Q","7,Q","10,6","10,6,Q",0,0,4,0,7,17,17,0,0,16,26,1,1,0
8934,"3,7","3,7,5,5","10,3","10,3",0,0,4,0,3,10,20,1,0,13,13,0,0,0
8935,"5,A","5,A","6,8","6,8,8",0,0,4,0,5,16,16,0,0,14,22,1,1,0
8936,"6,5","6,5,Q","A,A","A,A,A,7",1,0,4,0,6,11,21,1,0,12,20,1,0,0
8937,"8,3","8,3,9","5,10","5,10",1,0,4,0,8,11,20,1,0,15,15,0,0,0
8938,"7,7","7,7,8","10,4","10,4",1,0,4,0,7,14,22,1,1,14,14,0,0,1
8939,"2,5","2,5","7,K","7,K,8",0,0,4,1,2,7,7,0,0,17,25,1,1,0
8940,"5,6","5,6,4,A,3","2,10","2,10,7",1,0,4,1,5,11,19,1,0,12,19,1,0,0
8941,"2,10","2,10,5","K,9","K,9",1,0,4,1,2,12,17,1,0,19,19,0,0,1
8942,"K,2","K,2,7","7,8","7,8",1,0,4,1,10,12,19,1,0,15,15,0,0,0
8943,"4,3","4,3","4,10","4,10,8",1,0,4,0,4,7,7,0,0,14,22,1,1,0
8944,"2,10","2,10","9,3","9,3,4,K",0,0,4,1,2,12,12,0,0,12,26,1,1,0
8945,"5,7","5,7,7","K,6","K,6",0,0,4,0,5,12,19,1,0,16,16,0,0,0
8946,"9,A","9,A","Q,Q","Q,Q",1,0,4,0,9,20,20,0,0,20,20,0,0,0
8947,"8,Q","8,Q","A,K","A,K",1,0,4,1,8,18,18,0,0,21,21,0,0,1
8948,"6,10","6,10,K","J,4","J,4,7",1,0,4,1,6,16,26,1,1,14,21,1,0,1
8949,"J,K","J,K","5,J","5,J",0,0,4,1,10,20,20,0,0,15,15,0,0,0
8950,"10,6","10,6,A","K,Q","K,Q",0,0,4,0,10,16,17,1,0,20,20,0,0,1
8951,"A,8","A,8","3,6","3,6,10",1,0,4,0,1,19,19,0,0,9,19,1,0,0
8952,"J,Q","J,Q","5,J","5,J",1,0,4,0,10,20,20,0,0,15,15,0,0,0
8953,"5,5","5,5,3,4","3,K","3,K",0,0,4,1,5,10,17,1,0,13,13,0,0,0
8954,"10,2","10,2","A,K","A,K",0,0,4,1,10,12,12,0,0,21,21,0,0,1
8955,"J,J","J,J","5,10","5,10",1,0,4,1,10,20,20,0,0,15,15,0,0,0
8956,"3,Q","3,Q","2,J","2,J,10",0,0,4,1,3,13,13,0,0,12,22,1,1,0
8957,"4,2","4,2","10,8","10,8,J",1,0,4,0,4,6,6,0,0,18,28,1,1,0
8958,"J,J","J,J","5,Q","5,Q",1,0,4,1,10,20,20,0,0,15,15,0,0,0
8959,"7,8","7,8,8","10,5","10,5",1,0,4,0,7,15,23,1,1,15,15,0,0,1
8960,"Q,10","Q,10","Q,K","Q,K",1,0,4,1,10,20,20,0,0,20,20,0,0,0
8961,"K,8","K,8","5,10","5,10",1,0,4,0,10,18,18,0,0,15,15,0,0,0
8962,"3,9","3,9","5,8","5,8,10",0,0,4,0,3,12,12,0,0,13,23,1,1,0
8963,"9,7","9,7,J","9,9","9,9",1,0,4,0,9,16,26,1,1,18,18,0,0,1
8964,"J,J","J,J","K,7","K,7",1,0,4,1,10,20,20,0,0,17,17,0,0,0
8965,"Q,5","Q,5,A,8","K,5","K,5",1,0,4,0,10,15,24,1,1,15,15,0,0,1
8966,"10,J","10,J","10,J","10,J",1,0,4,1,10,20,20,0,0,20,20,0,0,0
8967,"A,4","A,4,9,Q","Q,6","Q,6",0,0,4,0,1,15,24,1,1,16,16,0,0,1
8968,"8,3","8,3,K","Q,3","Q,3",1,0,4,0,8,11,21,1,0,13,13,0,0,0
8969,"Q,10","Q,10","3,10","3,10,8",0,0,4,0,10,20,20,0,0,13,21,1,0,1
8970,"9,9","9,9","10,6","10,6",0,0,4,1,9,18,18,0,0,16,16,0,0,0
8971,"2,A","2,A,7","4,7","4,7,Q",0,0,4,0,2,13,20,1,0,11,21,1,0,1
8972,"A,10","A,10","8,Q","8,Q",1,0,4,0,1,21,21,0,0,18,18,0,0,0
8973,"5,6","5,6","5,10","5,10,Q",1,0,4,0,5,11,11,0,0,15,25,1,1,0
8974,"K,5","K,5","7,K","7,K,Q",0,0,4,0,10,15,15,0,0,17,27,1,1,0
8975,"5,K","5,K","9,4","9,4,K",0,0,4,1,5,15,15,0,0,13,23,1,1,0
8976,"9,A","9,A","K,J","K,J",0,0,4,0,9,20,20,0,0,20,20,0,0,0
8977,"3,J","3,J,10","3,4","3,4,2,2,A",0,0,4,1,3,13,23,1,1,7,12,1,0,1
8978,"4,6","4,6,3,10","10,K","10,K",1,0,4,0,4,10,23,1,1,20,20,0,0,1
8979,"2,4","2,4,A","K,3","K,3",0,0,4,0,2,6,17,1,0,13,13,0,0,0
8980,"3,K","3,K,Q","Q,8","Q,8",0,0,4,0,3,13,23,1,1,18,18,0,0,1
8981,"9,Q","9,Q","9,6","9,6,8",0,0,4,0,9,19,19,0,0,15,23,1,1,0
8982,"10,A","10,A","6,A","6,A",0,0,4,0,10,21,21,0,0,17,17,0,0,0
8983,"K,6","K,6,4","5,Q","5,Q",0,0,4,0,10,16,20,1,0,15,15,0,0,0
8984,"7,A","7,A","3,3","3,3,8",0,0,4,0,7,18,18,0,0,6,14,1,0,0
8985,"8,J","8,J","6,4","6,4,9",1,0,4,1,8,18,18,0,0,10,19,1,0,1
8986,"5,A","5,A,Q,8","8,5","8,5",0,0,4,1,5,16,24,1,1,13,13,0,0,1
8987,"J,Q","J,Q","3,3","3,3,3,7",0,0,4,1,10,20,20,0,0,6,16,1,0,0
8988,"10,7","10,7","3,J","3,J,9",0,0,4,1,10,17,17,0,0,13,22,1,1,0
8989,"10,K","10,K","4,3","4,3,3,A",1,0,4,1,10,20,20,0,0,7,21,1,0,1
8990,"5,K","5,K,Q","6,10","6,10,3",1,0,4,1,5,15,25,1,1,16,19,1,0,1
8991,"K,3","K,3,A,6","7,9","7,9",1,0,4,0,10,13,20,1,0,16,16,0,0,0
8992,"4,5","4,5","K,5","K,5,8",0,0,4,0,4,9,9,0,0,15,23,1,1,0
8993,"10,3","10,3,8","4,2","4,2,8",1,0,4,0,10,13,21,1,0,6,14,1,0,0
8994,"Q,K","Q,K","2,8","2,8,J",0,0,4,0,10,20,20,0,0,10,20,1,0,0
8995,"Q,9","Q,9","6,Q","6,Q",1,0,4,0,10,19,19,0,0,16,16,0,0,0
8996,"Q,5","Q,5,6","3,6","3,6,4",1,0,4,0,10,15,21,1,0,9,13,1,0,0
8997,"A,4","A,4","4,7","4,7,3,8",1,0,4,0,1,15,15,0,0,11,22,1,1,0
8998,"10,7","10,7","Q,9","Q,9",0,0,4,0,10,17,17,0,0,19,19,0,0,1
8999,"J,K","J,K","9,A","9,A",1,0,4,1,10,20,20,0,0,20,20,0,0,0
9000,"6,10","6,10","6,6","6,6,2,3,8",1,0,4,1,6,16,16,0,0,12,25,1,1,0
9001,"9,3","9,3,8","J,9","J,9",0,0,4,0,9,12,20,1,0,19,19,0,0,0
9002,"8,3","8,3","5,10","5,10,K",0,0,4,0,8,11,11,0,0,15,25,1,1,0
9003,"4,Q","4,Q,7","10,Q","10,Q",1,0,4,0,4,14,21,1,0,20,20,0,0,0
9004,"6,9","6,9,4","8,K","8,K",0,0,4,1,6,15,19,1,0,18,18,0,0,0
9005,"5,6","5,6","A,10","A,10",0,0,4,1,5,11,11,0,0,21,21,0,0,1
9006,"J,A","J,A","8,10","8,10",1,0,4,0,10,21,21,0,0,18,18,0,0,0
9007,"Q,Q","Q,Q","10,J","10,J",1,0,4,1,10,20,20,0,0,20,20,0,0,0
9008,"2,2","2,2,6,5,K","Q,8","Q,8,2",1,0,4,0,2,4,25,1,1,18,20,1,0,1
9009,"7,5","7,5,J","J,8","J,8,2",0,0,4,0,7,12,22,1,1,18,20,1,0,1
9010,"7,3","7,3,7","K,Q","K,Q",1,0,4,1,7,10,17,1,0,20,20,0,0,1
9011,"3,8","3,8","Q,4","Q,4,A,3,7",1,0,4,0,3,11,11,0,0,14,25,1,1,0
9012,"10,J","10,J","9,5","9,5",0,0,4,1,10,20,20,0,0,14,14,0,0,0
9013,"6,2","6,2,2,10","K,Q","K,Q",1,0,4,1,6,8,20,1,0,20,20,0,0,0
9014,"6,A","6,A","A,Q","A,Q",1,0,4,0,6,17,17,0,0,21,21,0,0,1
9015,"4,5","4,5,2,A,J","A,5","A,5,4",1,0,4,1,4,9,22,1,1,16,20,1,0,1
9016,"10,7","10,7","5,8","5,8",1,0,4,1,10,17,17,0,0,13,13,0,0,0
9017,"K,4","K,4,4","J,K","J,K",0,0,4,0,10,14,18,1,0,20,20,0,0,1
9018,"7,5","7,5","J,A","J,A",0,0,4,1,7,12,12,0,0,21,21,0,0,1
9019,"J,5","J,5,7","6,4","6,4,5",0,0,4,1,10,15,22,1,1,10,15,1,0,1
9020,"6,8","6,8,5","10,Q","10,Q",1,0,4,1,6,14,19,1,0,20,20,0,0,1
9021,"7,8","7,8,Q","5,6","5,6,2",0,0,4,0,7,15,25,1,1,11,13,1,0,1
9022,"9,2","9,2,4,K","10,9","10,9",0,0,4,1,9,11,25,1,1,19,19,0,0,1
9023,"7,9","7,9,A","J,4","J,4",1,0,4,1,7,16,17,1,0,14,14,0,0,0
9024,"K,4","K,4,6","J,2","J,2",0,1,4,1,10,14,20,1,0,12,12,0,0,0
9025,"K,4","K,4,6","J,4","J,4",0,1,4,1,10,14,20,1,0,14,14,0,0,0
9026,"7,2","7,2","7,6","7,6,Q",0,0,4,1,7,9,9,0,0,13,23,1,1,0
9027,"9,8","9,8","K,10","K,10",0,0,4,1,9,17,17,0,0,20,20,0,0,1
9028,"7,6","7,6","A,K","A,K",0,0,4,1,7,13,13,0,0,21,21,0,0,1
9029,"Q,6","Q,6","4,2","4,2,2,5,9",0,0,4,1,10,16,16,0,0,6,22,1,1,0
9030,"7,4","7,4,3,J","Q,K","Q,K",0,0,4,1,7,11,24,1,1,20,20,0,0,1
9031,"J,K","J,K","2,7","2,7,A",1,0,4,1,10,20,20,0,0,9,20,1,0,0
9032,"A,A","A,A,K","6,A","6,A,Q,4",0,0,4,0,1,12,22,1,1,17,21,1,0,1
9033,"A,10","A,10","Q,4","Q,4",1,0,4,1,1,21,21,0,0,14,14,0,0,0
9034,"8,8","8,8","J,5","J,5,8",0,0,4,1,8,16,16,0,0,15,23,1,1,0
9035,"3,Q","3,Q","4,K","4,K,A,7",1,0,4,0,3,13,13,0,0,14,22,1,1,0
9036,"5,7","5,7,4,6","7,6","7,6",0,0,4,0,5,12,22,1,1,13,13,0,0,1
9037,"J,2","J,2,9","6,K","6,K",1,0,4,1,10,12,21,1,0,16,16,0,0,0
9038,"2,5","2,5","2,10","2,10,Q",1,0,4,1,2,7,7,0,0,12,22,1,1,0
9039,"Q,10","Q,10","5,3","5,3,5,4",0,0,4,1,10,20,20,0,0,8,17,1,0,0
9040,"5,6","5,6,4,Q","Q,4","Q,4,7",0,0,4,1,5,11,25,1,1,14,21,1,0,1
9041,"5,Q","5,Q","4,8","4,8,6,7",1,0,4,0,5,15,15,0,0,12,25,1,1,0
9042,"8,Q","8,Q","2,9","2,9,J",1,0,4,0,8,18,18,0,0,11,21,1,0,1
9043,"7,K","7,K","J,2","J,2",0,0,4,1,7,17,17,0,0,12,12,0,0,0
9044,"3,5","3,5","J,3","J,3,4,A,5",1,0,4,0,3,8,8,0,0,13,23,1,1,0
9045,"Q,7","Q,7","A,Q","A,Q",0,0,4,1,10,17,17,0,0,21,21,0,0,1
9046,"9,5","9,5,4","4,A","4,A",1,0,4,0,9,14,18,1,0,15,15,0,0,0
9047,"J,5","J,5,7","6,2","6,2,Q",1,0,4,1,10,15,22,1,1,8,18,1,0,1
9048,"6,J","6,J,9","A,9","A,9",1,0,4,1,6,16,25,1,1,20,20,0,0,1
9049,"3,5","3,5,4,A,8","8,3","8,3,2",0,0,4,1,3,8,21,1,0,11,13,1,0,0
9050,"8,Q","8,Q","9,5","9,5",1,0,4,0,8,18,18,0,0,14,14,0,0,0
9051,"7,K","7,K","A,10","A,10",0,0,4,1,7,17,17,0,0,21,21,0,0,1
9052,"9,10","9,10","8,8","8,8,2,2",0,0,4,1,9,19,19,0,0,16,20,1,0,1
9053,"9,K","9,K","7,Q","7,Q",1,0,4,1,9,19,19,0,0,17,17,0,0,0
9054,"9,9","9,9","9,6","9,6,Q",0,1,4,1,9,18,18,0,0,15,25,1,1,0
9055,"9,9","9,9","9,5","9,5,7",0,1,4,1,9,18,18,0,0,14,21,1,0,1
9056,"6,6","6,6,4,8","9,10","9,10",0,0,4,0,6,12,24,1,1,19,19,0,0,1
9057,"4,A","4,A","Q,5","Q,5,3,5",0,0,4,0,4,15,15,0,0,15,23,1,1,0
9058,"6,10","6,10,5","K,6","K,6,2",0,0,4,1,6,16,21,1,0,16,18,1,0,0
9059,"8,A","8,A","J,8","J,8",1,0,4,0,8,19,19,0,0,18,18,0,0,0
9060,"5,4","5,4,8","K,Q","K,Q",1,0,4,1,5,9,17,1,0,20,20,0,0,1
9061,"5,9","5,9","8,4","8,4,K",0,0,4,1,5,14,14,0,0,12,22,1,1,0
9062,"4,6","4,6,3,4","5,8","5,8,2,6",1,0,4,0,4,10,17,1,0,13,21,1,0,1
9063,"Q,A","Q,A","K,10","K,10",0,0,4,0,10,21,21,0,0,20,20,0,0,0
9064,"7,5","7,5","8,4","8,4,Q",0,0,4,0,7,12,12,0,0,12,22,1,1,0
9065,"3,10","3,10,9","5,A","5,A",0,0,4,1,3,13,22,1,1,16,16,0,0,1
9066,"J,A","J,A","4,6","4,6",0,0,4,0,10,21,21,0,0,10,10,0,0,0
9067,"7,Q","7,Q","Q,6","Q,6",0,0,4,1,7,17,17,0,0,16,16,0,0,0
9068,"4,7","4,7","Q,8","Q,8,9",1,0,4,1,4,11,11,0,0,18,27,1,1,0
9069,"6,K","6,K","8,9","8,9,A,4",1,0,4,1,6,16,16,0,0,17,22,1,1,0
9070,"7,9","7,9","3,Q","3,Q,K",0,0,4,0,7,16,16,0,0,13,23,1,1,0
9071,"2,Q","2,Q,10","10,J","10,J",0,0,4,0,2,12,22,1,1,20,20,0,0,1
9072,"7,4","7,4,5,A","7,Q","7,Q",1,0,4,1,7,11,17,1,0,17,17,0,0,0
9073,"A,3","A,3","2,8","2,8,5,K",1,0,4,1,1,14,14,0,0,10,25,1,1,0
9074,"3,2","3,2,J,2","10,Q","10,Q",1,0,4,1,3,5,17,1,0,20,20,0,0,1
9075,"7,4","7,4,5,4","8,5","8,5",0,0,4,0,7,11,20,1,0,13,13,0,0,0
9076,"3,4","3,4","4,8","4,8,J",1,0,4,0,3,7,7,0,0,12,22,1,1,0
9077,"J,5","J,5,A,A","K,7","K,7",0,0,4,1,10,15,17,1,0,17,17,0,0,0
9078,"5,4","5,4,4,10","3,9","3,9",0,0,4,0,5,9,23,1,1,12,12,0,0,1
9079,"5,K","5,K","J,A","J,A",1,0,4,1,5,15,15,0,0,21,21,0,0,1
9080,"J,2","J,2,8","6,Q","6,Q",1,0,4,0,10,12,20,1,0,16,16,0,0,0
9081,"2,J","2,J,5","7,4","7,4,10",0,0,4,1,2,12,17,1,0,11,21,1,0,1
9082,"6,4","6,4,2,9","J,K","J,K",0,0,4,0,6,10,21,1,0,20,20,0,0,0
9083,"Q,Q","Q,Q","10,7","10,7",1,0,4,1,10,20,20,0,0,17,17,0,0,0
9084,"2,A","2,A,3,3","A,9","A,9",1,0,4,0,2,13,19,1,0,20,20,0,0,1
9085,"J,2","J,2","Q,A","Q,A",1,0,4,1,10,12,12,0,0,21,21,0,0,1
9086,"5,10","5,10,4","4,5","4,5,5",0,0,4,1,5,15,19,1,0,9,14,1,0,0
9087,"9,5","9,5,7","5,10","5,10",1,0,4,1,9,14,21,1,0,15,15,0,0,0
9088,"J,7","J,7","9,Q","9,Q",1,0,4,1,10,17,17,0,0,19,19,0,0,1
9089,"5,10","5,10,7","A,2","A,2",0,0,4,0,5,15,22,1,1,13,13,0,0,1
9090,"7,7","7,7,3","10,Q","10,Q",1,0,4,0,7,14,17,1,0,20,20,0,0,1
9091,"4,4","4,4,7,A,2","K,10","K,10",0,0,4,0,4,8,18,1,0,20,20,0,0,1
9092,"8,7","8,7","J,6","J,6,Q",0,0,4,0,8,15,15,0,0,16,26,1,1,0
9093,"J,5","J,5,3","K,7","K,7",0,0,4,1,10,15,18,1,0,17,17,0,0,0
9094,"6,K","6,K","6,2","6,2,J,J",0,0,4,0,6,16,16,0,0,8,28,1,1,0
9095,"2,A","2,A","4,3","4,3,J,10",1,0,4,1,2,13,13,0,0,7,27,1,1,0
9096,"4,Q","4,Q,10","7,5","7,5,7",0,0,4,1,4,14,24,1,1,12,19,1,0,1
9097,"10,9","10,9","J,6","J,6",1,0,4,1,10,19,19,0,0,16,16,0,0,0
9098,"10,8","10,8","2,4","2,4,8",1,0,4,0,10,18,18,0,0,6,14,1,0,0
9099,"6,2","6,2","K,7","K,7,10",1,0,4,1,6,8,8,0,0,17,27,1,1,0
9100,"8,6","8,6,9","9,6","9,6",1,0,4,1,8,14,23,1,1,15,15,0,0,1
9101,"8,6","8,6","4,2","4,2,7,Q",0,0,4,0,8,14,14,0,0,6,23,1,1,0
9102,"Q,10","Q,10","6,4","6,4,5",1,0,4,1,10,20,20,0,0,10,15,1,0,0
9103,"10,A","10,A","4,9","4,9",1,0,4,0,10,21,21,0,0,13,13,0,0,0
9104,"Q,6","Q,6,5","4,9","4,9",1,0,4,1,10,16,21,1,0,13,13,0,0,0
9105,"3,K","3,K","2,K","2,K,J",1,0,4,0,3,13,13,0,0,12,22,1,1,0
9106,"3,Q","3,Q,9","3,7","3,7,9",0,0,4,0,3,13,22,1,1,10,19,1,0,1
9107,"8,8","8,8,9","2,K","2,K",0,0,4,1,8,16,25,1,1,12,12,0,0,1
9108,"7,4","7,4,A,10","4,5","4,5,3,3",0,0,4,0,7,11,22,1,1,9,15,1,0,1
9109,"6,6","6,6,7","7,8","7,8,A",0,0,4,0,6,12,19,1,0,15,16,1,0,0
9110,"7,5","7,5,5","K,Q","K,Q",0,0,4,0,7,12,17,1,0,20,20,0,0,1
9111,"A,2","A,2,8","5,4","5,4,7",0,0,4,1,1,13,21,1,0,9,16,1,0,0
9112,"3,4","3,4,10","J,K","J,K",0,0,4,1,3,7,17,1,0,20,20,0,0,1
9113,"2,5","2,5,K","10,4","10,4",0,0,4,0,2,7,17,1,0,14,14,0,0,0
9114,"A,Q","A,Q","4,2","4,2",1,0,4,0,1,21,21,0,0,6,6,0,0,0
9115,"5,Q","5,Q","8,9","8,9,8",1,0,4,1,5,15,15,0,0,17,25,1,1,0
9116,"J,Q","J,Q","4,2","4,2,8,A,K",0,0,4,1,10,20,20,0,0,6,25,1,1,0
9117,"K,2","K,2,6","2,3","2,3,4,4",1,0,4,0,10,12,18,1,0,5,13,1,0,0
9118,"J,5","J,5,2","2,9","2,9,K",0,0,4,1,10,15,17,1,0,11,21,1,0,1
9119,"Q,Q","Q,Q","10,3","10,3,9",0,0,4,0,10,20,20,0,0,13,22,1,1,0
9120,"9,10","9,10","3,7","3,7,2",0,0,4,1,9,19,19,0,0,10,12,1,0,0
9121,"Q,J","Q,J","K,J","K,J",1,0,4,1,10,20,20,0,0,20,20,0,0,0
9122,"6,9","6,9,4","10,K","10,K",1,0,4,1,6,15,19,1,0,20,20,0,0,1
9123,"5,8","5,8,4","7,6","7,6",0,0,4,1,5,13,17,1,0,13,13,0,0,0
9124,"8,2","8,2,10","2,9","2,9,10",0,0,4,0,8,10,20,1,0,11,21,1,0,1
9125,"Q,8","Q,8","A,10","A,10",0,0,4,0,10,18,18,0,0,21,21,0,0,1
9126,"8,A","8,A","4,7","4,7,A",1,0,4,0,8,19,19,0,0,11,12,1,0,0
9127,"J,8","J,8","Q,A","Q,A",0,0,4,1,10,18,18,0,0,21,21,0,0,1
9128,"2,K","2,K,3,A,5","9,8","9,8,4",1,0,4,1,2,12,21,1,0,17,21,1,0,0
9129,"4,5","4,5","7,9","7,9,7",1,0,4,0,4,9,9,0,0,16,23,1,1,0
9130,"10,3","10,3,2,K","J,6","J,6",1,0,4,1,10,13,25,1,1,16,16,0,0,1
9131,"2,Q","2,Q,A,6","Q,K","Q,K",1,0,4,0,2,12,19,1,0,20,20,0,0,1
9132,"J,9","J,9","2,7","2,7,6",1,0,4,1,10,19,19,0,0,9,15,1,0,0
9133,"3,5","3,5","3,10","3,10,J",1,0,4,0,3,8,8,0,0,13,23,1,1,0
9134,"9,5","9,5,9","8,6","8,6",1,0,4,0,9,14,23,1,1,14,14,0,0,1
9135,"10,A","10,A","J,3","J,3",0,0,4,0,10,21,21,0,0,13,13,0,0,0
9136,"K,9","K,9","10,A","10,A",0,0,4,1,10,19,19,0,0,21,21,0,0,1
9137,"Q,Q","Q,Q","3,8","3,8,5",1,0,4,0,10,20,20,0,0,11,16,1,0,0
9138,"6,6","6,6,A,Q","2,3","2,3,J",0,0,4,1,6,12,23,1,1,5,15,1,0,1
9139,"9,K","9,K","J,3","J,3",1,0,4,0,9,19,19,0,0,13,13,0,0,0
9140,"8,8","8,8,J","9,Q","9,Q",1,0,4,1,8,16,26,1,1,19,19,0,0,1
9141,"4,5","4,5","8,K","8,K,9",1,0,4,1,4,9,9,0,0,18,27,1,1,0
9142,"6,9","6,9,9","2,K","2,K",0,0,4,1,6,15,24,1,1,12,12,0,0,1
9143,"4,3","4,3","2,5","2,5,7,9",1,0,4,1,4,7,7,0,0,7,23,1,1,0
9144,"4,8","4,8,2,A,4","A,A","A,A,8",1,0,4,0,4,12,19,1,0,12,20,1,0,1
9145,"4,J","4,J,5","Q,J","Q,J",0,0,4,1,4,14,19,1,0,20,20,0,0,1
9146,"2,J","2,J","Q,3","Q,3,5,5",1,0,4,1,2,12,12,0,0,13,23,1,1,0
9147,"2,Q","2,Q","8,J","8,J,10",1,0,4,1,2,12,12,0,0,18,28,1,1,0
9148,"A,7","A,7","3,2","3,2,8,7",1,0,4,0,1,18,18,0,0,5,20,1,0,1
9149,"J,2","J,2","5,Q","5,Q,J",0,0,4,1,10,12,12,0,0,15,25,1,1,0
9150,"3,2","3,2","9,5","9,5,J",1,0,4,0,3,5,5,0,0,14,24,1,1,0
9151,"3,Q","3,Q,7","J,K","J,K",1,0,4,0,3,13,20,1,0,20,20,0,0,0
9152,"2,9","2,9","6,8","6,8,9",1,0,4,1,2,11,11,0,0,14,23,1,1,0
9153,"8,4","8,4,Q","J,4","J,4",1,0,4,0,8,12,22,1,1,14,14,0,0,1
9154,"J,3","J,3,6","A,8","A,8",1,0,4,0,10,13,19,1,0,19,19,0,0,0
9155,"4,2","4,2,J,A","3,K","3,K,5,2",1,0,4,0,4,6,17,1,0,13,20,1,0,1
9156,"10,7","10,7","8,6","8,6",1,0,4,1,10,17,17,0,0,14,14,0,0,0
9157,"A,2","A,2,4,5,A,K","9,6","9,6",0,0,4,1,1,13,23,1,1,15,15,0,0,1
9158,"8,A","8,A","4,8","4,8",1,0,4,0,8,19,19,0,0,12,12,0,0,0
9159,"J,J","J,J","K,8","K,8",1,0,4,1,10,20,20,0,0,18,18,0,0,0
9160,"J,2","J,2,3,Q","K,4","K,4",1,0,4,0,10,12,25,1,1,14,14,0,0,1
9161,"7,3","7,3","A,J","A,J",0,0,4,0,7,10,10,0,0,21,21,0,0,1
9162,"Q,6","Q,6,K","10,6","10,6",0,1,4,1,10,16,26,1,1,16,16,0,0,1
9163,"Q,6","Q,6,K","10,Q","10,Q",0,1,4,1,10,16,26,1,1,20,20,0,0,1
9164,"7,9","7,9,A","10,K","10,K",1,0,4,1,7,16,17,1,0,20,20,0,0,1
9165,"7,J","7,J","A,Q","A,Q",1,0,4,1,7,17,17,0,0,21,21,0,0,1
9166,"4,8","4,8,K","Q,K","Q,K",1,0,4,0,4,12,22,1,1,20,20,0,0,1
9167,"A,2","A,2,7","6,10","6,10",0,0,4,0,1,13,20,1,0,16,16,0,0,0
9168,"J,3","J,3,6","4,4","4,4,4",1,0,4,0,10,13,19,1,0,8,12,1,0,0
9169,"3,6","3,6,7,Q","J,K","J,K",1,0,4,0,3,9,26,1,1,20,20,0,0,1
9170,"Q,10","Q,10","10,10","10,10",0,0,4,1,10,20,20,0,0,20,20,0,0,0
9171,"8,K","8,K","2,8","2,8,4,4",0,0,4,1,8,18,18,0,0,10,18,1,0,0
9172,"4,10","4,10","3,Q","3,Q,4,5",1,0,4,0,4,14,14,0,0,13,22,1,1,0
9173,"4,K","4,K","9,2","9,2,5,2,J",0,0,4,0,4,14,14,0,0,11,28,1,1,0
9174,"Q,9","Q,9","4,Q","4,Q",0,0,4,0,10,19,19,0,0,14,14,0,0,0
9175,"Q,8","Q,8","4,J","4,J",0,0,4,1,10,18,18,0,0,14,14,0,0,0
9176,"5,J","5,J,K","7,Q","7,Q",0,0,4,1,5,15,25,1,1,17,17,0,0,1
9177,"6,10","6,10,2","K,3","K,3,8",1,0,4,0,6,16,18,1,0,13,21,1,0,1
9178,"10,A","10,A","9,4","9,4",1,0,4,0,10,21,21,0,0,13,13,0,0,0
9179,"9,Q","9,Q","4,Q","4,Q",0,0,4,0,9,19,19,0,0,14,14,0,0,0
9180,"10,K","10,K","Q,6","Q,6",1,0,4,1,10,20,20,0,0,16,16,0,0,0
9181,"10,2","10,2","5,Q","5,Q,J",0,0,4,1,10,12,12,0,0,15,25,1,1,0
